category_code,brand,views,carts,purchases,view_to_cart_rate,cart_to_purchase_rate,overall_conversion_rate,min_price,max_price,avg_price
apparel.scarf,activision,19,0,0,0,,0,25.71,56.6,33.15428571
apparel.shoes,baden,19,3,1,0.1579,0.3333,0.0526,31.92,89.84,50.15756098
appliances.kitchen.blender,scarlett,19,0,0,0,,0,12.33,73.34,33.55625
appliances.kitchen.grill,karya,19,2,1,0.1053,0.5,0.0526,25.74,48.91,38.87244898
appliances.kitchen.hood,bosch,19,1,1,0.0526,1,0.0526,46.32,589.2,177.9461538
appliances.kitchen.meat_grinder,respect,19,0,0,0,,0,51.22,84.69,58.94642857
appliances.kitchen.refrigerators,haier,19,1,0,0.0526,0,0,154.42,1346.21,642.654026
construction.tools.welding,hyundai,19,2,0,0.1053,0,0,25.23,213.67,83.52530612
electronics.audio.microphone,weekend,19,0,0,0,,0,653.81,731.04,662.1504
electronics.clocks,elari,19,0,0,0,,0,38.12,85.86,47.54040816
electronics.clocks,tissot,19,0,0,0,,0,211.07,1070.81,529.1738596
furniture.bedroom.blanket,lg,19,0,0,0,,0,76.99,275.4,135.1575676
kids.skates,belecoo,19,0,0,0,,0,106.62,180.18,140.1321429
medicine.tools.tonometer,arcodoro,19,1,0,0.0526,0,0,16.22,44.71,25.15378788
Unknown,mazzini,18,2,0,0.1111,0,0,30.37,121.75,54.40794872
Unknown,sailun,18,2,0,0.1111,0,0,31.92,115.83,61.87333333
apparel.shirt,lux,18,0,0,0,,0,52.95,114.03,86.50761905
apparel.shoes,strobbs,18,0,0,0,,0,30.63,38.35,37.29727273
apparel.shoes.keds,sony,18,2,0,0.1111,0,0,167.29,952.38,243.2138636
apparel.shoes.slipons,lenovo,18,2,0,0.1111,0,0,76.94,331.6,197.2422642
appliances.environment.air_heater,msi,18,1,0,0.0556,0,0,65.56,928.72,389.7444681
appliances.environment.vacuum,kitfort,18,0,0,0,,0,38.59,174.99,119.0977143
appliances.kitchen.kettle,microlab,18,1,0,0.0556,0,0,6.38,274.21,64.91265625
appliances.kitchen.mixer,kitfort,18,0,0,0,,0,112.2,285.47,126.0747826
appliances.kitchen.refrigerators,beko,18,0,0,0,,0,248.87,429.84,330.1940426
appliances.kitchen.refrigerators,lenovo,18,0,0,0,,0,334.6,1564.96,752.5237838
appliances.kitchen.toster,forward,18,0,0,0,,0,78.51,296.02,194.5107895
auto.accessories.compressor,vega,18,0,0,0,,0,28.83,91.89,53.22285714
computers.ebooks,element,18,0,0,0,,0,19.82,33.21,27.40458333
computers.notebook,Unknown,18,0,0,0,,0,6.89,60.04,17.29068966
construction.tools.drill,escan,18,0,0,0,,0,31.92,69.24,65.85888889
electronics.audio.acoustic,yamaha,18,1,0,0.0556,0,0,110.98,1090.73,273.5341667
electronics.camera.photo,redmond,18,2,1,0.1111,0.5,0.0556,23.42,51.46,35.26511111
electronics.tablet,zeta,18,1,0,0.0556,0,0,25.26,141.29,72.0062069
furniture.living_room.chair,Unknown,18,1,0,0.0556,0,0,0,563.85,67.88581395
kids.skates,xiaomi,18,1,0,0.0556,0,0,651.24,725.63,685.0536364
Unknown,cablexpert,17,0,0,0,,0,16.52,76.96,64.57105263
Unknown,kenwood,17,0,0,0,,0,122.24,1106.82,575.1964516
accessories.bag,baden,17,1,0,0.0588,0,0,20.34,64.09,40.08771429
accessories.wallet,ibox,17,1,0,0.0588,0,0,51.45,159.72,88.955
apparel.shoes.sandals,lanvin,17,2,0,0.1176,0,0,29.9,64.57,39.10979167
apparel.shoes.slipons,asrock,17,0,0,0,,0,52.77,327.88,94.58853659
apparel.shoes.slipons,kingston,17,0,0,0,,0,36.81,425.75,93.44775862
apparel.shoes.step_ins,Unknown,17,0,0,0,,0,3.61,56.63,35.26714286
appliances.ironing_board,Unknown,17,2,0,0.1176,0,0,0,580.2,54.87618182
appliances.kitchen.coffee_grinder,sokolov,17,0,0,0,,0,34.16,963.39,281.7013043
appliances.kitchen.hood,crown,17,1,1,0.0588,1,0.0588,23.94,65.66,44.32162162
auto.accessories.compressor,efremov,17,0,0,0,,0,280.83,352.9,310.8118519
computers.components.cooler,delonghi,17,0,0,0,,0,152.87,1287.01,412.8934483
computers.components.cooler,polaris,17,0,0,0,,0,12.59,257.38,67.57431373
computers.components.power_supply,jbl,17,2,0,0.1176,0,0,18.02,463.28,177.8458824
electronics.camera.video,texet,17,0,0,0,,0,8.4,41.23,18.8825
electronics.clocks,boccia,17,2,0,0.1176,0,0,74.65,1728.62,160.3508333
electronics.clocks,mykronoz,17,2,1,0.1176,0.5,0.0588,51.22,224.69,85.06708333
electronics.clocks,tobot,17,1,0,0.0588,0,0,21.03,207.47,50.60107143
electronics.video.tv,winca,17,1,0,0.0588,0,0,115.83,512.24,252.3962162
furniture.bathroom.bath,elenberg,17,0,1,0,,0.0588,12.84,29.58,19.067
furniture.bedroom.blanket,nikon,17,0,1,0,,0.0588,205.9,1178.9,752.516
furniture.bedroom.blanket,sony,17,0,1,0,,0.0588,489.05,2265.15,1119.572308
furniture.kitchen.chair,domini,17,1,0,0.0588,0,0,36.04,73.36,44.29790698
furniture.kitchen.table,ersport,17,0,0,0,,0,168.58,187.91,172.6115789
furniture.living_room.cabinet,Unknown,17,0,0,0,,0,2.17,279.71,97.94975
kids.toys,sokolov,17,0,0,0,,0,20.08,209.34,65.12333333
sport.bicycle,kartal,17,0,0,0,,0,50.97,437.59,196.5467568
sport.trainer,huter,17,0,1,0,,0.0588,66.24,167.97,116.9848276
Unknown,alcasta,16,1,0,0.0625,0,0,132.31,265.13,185.6983871
Unknown,ardesia,16,0,0,0,,0,1194.35,1194.35,1194.35
Unknown,gefest,16,1,0,0.0625,0,0,28.25,360.34,177.2931481
Unknown,shivaki,16,1,0,0.0625,0,0,119.61,184.56,161.435
apparel.scarf,janome,16,0,0,0,,0,220.39,463.82,301.6944828
apparel.trousers,Unknown,16,0,0,0,,0,64.35,185.08,87.56730769
appliances.environment.air_heater,palit,16,1,0,0.0625,0,0,167.06,887.54,303.4739623
appliances.kitchen.coffee_grinder,Unknown,16,0,1,0,,0.0625,34.24,541.58,135.7897222
appliances.personal.massager,sv,16,0,0,0,,0,205.9,1018.04,437.38
auto.accessories.alarm,Unknown,16,2,2,0.125,1,0.125,7.72,286.99,68.48558824
computers.ebooks,pocketbook,16,0,0,0,,0,102.19,162.14,135.1969565
computers.peripherals.mouse,baden,16,0,0,0,,0,33.21,64.09,57.0896
computers.peripherals.mouse,rieker,16,1,0,0.0625,0,0,43.5,65.64,53.59413793
construction.tools.generator,granhel,16,1,1,0.0625,1,0.0625,23.68,47.36,43.80235294
construction.tools.light,google,16,0,0,0,,0,527.43,1158.07,844.9937931
construction.tools.saw,artmusical,16,0,0,0,,0,97.81,643.52,223.4283333
construction.tools.welding,aurora,16,1,0,0.0625,0,0,261.01,2168.4,411.4402857
furniture.bathroom.bath,adidas,16,0,0,0,,0,84.69,84.69,84.69
furniture.bathroom.bath,bts,16,0,0,0,,0,274.88,274.88,274.88
furniture.bathroom.bath,nike,16,1,0,0.0625,0,0,84.69,89.84,85.93310345
furniture.living_room.sofa,htw,16,0,0,0,,0,254.73,539.01,312.4513333
kids.skates,coballe,16,0,0,0,,0,71.04,73.36,72.55216216
sport.bicycle,ritmix,16,1,0,0.0625,0,0,0.85,24.09,19.77395349
Unknown,sparta,15,1,0,0.0667,0,0,17.27,40.41,22.51375
Unknown,yato,15,0,0,0,,0,21.31,214.88,152.7384211
accessories.bag,bohemia,15,0,0,0,,0,52.51,164.82,119.3717241
accessories.bag,ccm,15,0,0,0,,0,84.94,113.26,92.80666667
apparel.shoes,cover,15,0,0,0,,0,79.54,138.23,107.9682759
apparel.shorts,ostamebel,15,0,0,0,,0,695,835.29,759.0937931
appliances.environment.climate,respect,15,0,0,0,,0,23.17,44.79,28.37258065
appliances.environment.vacuum,dauscher,15,2,1,0.1333,0.5,0.0667,38.59,71.53,49.16533333
appliances.kitchen.hood,makita,15,0,0,0,,0,68.97,785.09,308.8083333
appliances.kitchen.toster,sony,15,1,0,0.0667,0,0,180.16,514.56,398.3505714
auto.accessories.compressor,sokolov,15,0,0,0,,0,447.63,708.64,611.1422727
construction.tools.drill,strobbs,15,1,1,0.0667,1,0.0667,34.49,76.96,41.20346154
construction.tools.light,inoi,15,0,0,0,,0,40.51,115.81,70.3525
electronics.audio.acoustic,adagio,15,0,0,0,,0,84.94,144.15,94.64846154
electronics.audio.acoustic,walkmaxx,15,0,0,0,,0,33.44,33.44,33.44
electronics.audio.subwoofer,edge,15,0,0,0,,0,36.01,151.72,111.7826087
electronics.audio.subwoofer,jbl,15,0,0,0,,0,38.6,79.8,55.5826087
electronics.camera.photo,Unknown,15,0,0,0,,0,21.88,71.85,51.7162963
electronics.clocks,aimoto,15,1,1,0.0667,1,0.0667,45.85,66.43,55.50125
electronics.clocks,wonlex,15,2,1,0.1333,0.5,0.0667,19.82,64.07,33.56982143
furniture.bedroom.blanket,Unknown,15,0,0,0,,0,0,110.94,45.35409091
furniture.living_room.sofa,bella,15,0,0,0,,0,1222.68,1222.68,1222.68
kids.carriage,garrett,15,0,0,0,,0,138.74,2221.42,537.3321154
kids.dolls,orange,15,3,2,0.2,0.6667,0.1333,5.53,31.64,11.96678571
Unknown,defacto,14,0,0,0,,0,11.56,77.2,26.93703704
Unknown,goodride,14,1,0,0.0714,0,0,33.79,386.11,59.38724138
Unknown,intex,14,1,0,0.0714,0,0,4.89,411.85,117.6773684
Unknown,peda,14,0,0,0,,0,1212.39,1212.39,1212.39
accessories.bag,berghoff,14,0,0,0,,0,48.88,118.38,74.88961538
apparel.costume,huter,14,1,0,0.0714,0,0,101.91,535.38,332.5863333
apparel.shirt,esmeralda,14,0,0,0,,0,229.09,489.07,320.5286957
apparel.shirt,nika,14,0,1,0,,0.0714,10.81,65.69,38.9124
apparel.shoes,garmin,14,0,0,0,,0,64.33,774.05,375.0661364
apparel.shoes,pandora,14,0,0,0,,0,142.59,939.54,349.7132
apparel.shoes.keds,arg,14,2,1,0.1429,0.5,0.0714,33.44,36.01,33.5428
apparel.shoes.keds,garmin,14,0,0,0,,0,210.87,1608.77,585.6123529
apparel.shoes.slipons,asus,14,0,0,0,,0,51.46,311.95,129.49
apparel.shoes.slipons,gigabyte,14,0,1,0,,0.0714,52.46,504.23,136.5654902
appliances.environment.air_conditioner,midea,14,0,0,0,,0,128.68,561.12,207.4181818
appliances.environment.vacuum,thomas,14,0,0,0,,0,218.77,540.53,347.4613514
appliances.kitchen.hob,bosch,14,0,0,0,,0,154.16,566.27,259.8306897
appliances.kitchen.oven,beko,14,0,0,0,,0,195.6,473.6,228.6032432
appliances.kitchen.toster,cube,14,0,0,0,,0,463.07,1569.92,936.5457576
electronics.audio.headphone,msi,14,0,0,0,,0,908.64,2522.33,1529.0472
electronics.camera.photo,scarlett,14,1,1,0.0714,1,0.0714,10.27,31.38,22.32113636
electronics.smartphone,xiaomi,14,0,0,0,,0,89.81,385.83,237.2604545
electronics.video.tv,autoline,14,0,0,0,,0,175.04,579.17,304.6172727
electronics.video.tv,nakamichi,14,0,0,0,,0,53.8,99.1,79.73617647
furniture.bedroom.blanket,panasonic,14,0,0,0,,0,33.44,1501.07,185.9770968
furniture.bedroom.blanket,vitek,14,0,1,0,,0.0714,19.79,73.34,35.56666667
kids.toys,nike,14,0,0,0,,0,53.88,136.4,105.4446429
sport.ski,defacto,14,1,0,0.0714,0,0,5.12,25.71,14.47538462
Unknown,alteco,13,0,0,0,,0,24.45,188.42,63.28045455
Unknown,darina,13,0,0,0,,0,36.01,308.86,205.0658333
Unknown,gemei,13,1,0,0.0769,0,0,16.73,25.48,21.45464286
Unknown,gorenje,13,0,0,0,,0,28.55,398.95,145.8741667
Unknown,hansa,13,0,0,0,,0,244.51,488.79,412.2495918
Unknown,poholy,13,0,0,0,,0,52.79,52.79,52.79
accessories.bag,gipfel,13,0,0,0,,0,63.78,319.67,156.565
accessories.bag,huggies,13,2,1,0.1538,0.5,0.0769,2.96,28.83,15.94428571
accessories.bag,karya,13,1,0,0.0769,0,0,27.03,126.13,83.87676471
apparel.shirt,omabelle,13,0,0,0,,0,360.37,540.55,457.9675
apparel.shirt,turtle,13,0,0,0,,0,136.43,151.87,138.1455556
apparel.shoes,incanto,13,1,1,0.0769,1,0.0769,51.46,257.38,176.4
apparel.shoes,perilla,13,1,1,0.0769,1,0.0769,15.42,38.59,24.65137931
apparel.shoes.espadrilles,spinbike,13,0,0,0,,0,172.44,185.82,182.9113043
apparel.shoes.moccasins,brw,13,1,0,0.0769,0,0,43.73,200.52,91.1373913
apparel.shoes.slipons,huawei,13,0,0,0,,0,108.09,282.86,169.7402703
apparel.underwear,casio,13,1,1,0.0769,1,0.0769,96.27,1074.62,402.0540909
appliances.environment.vacuum,arnica,13,2,0,0.1538,0,0,59.15,231.26,168.4590909
appliances.environment.vacuum,scarlett,13,0,0,0,,0,64.84,138.97,114.2458824
appliances.kitchen.blender,dsp,13,0,0,0,,0,25.48,25.48,25.48
appliances.kitchen.juicer,Unknown,13,0,0,0,,0,17.22,285.41,72.54632653
appliances.kitchen.kettle,berlingerhaus,13,0,0,0,,0,36.01,51.46,39.44296296
appliances.kitchen.kettle,sven,13,2,0,0.1538,0,0,13.36,90.07,68.23511628
appliances.kitchen.mixer,vitek,13,0,0,0,,0,17.99,105.58,56.18133333
appliances.kitchen.toster,stels,13,0,0,0,,0,133.85,562.43,203.8103333
appliances.kitchen.washer,Unknown,13,0,0,0,,0,77.99,900.9,251.8145833
appliances.personal.massager,denn,13,1,1,0.0769,1,0.0769,102.94,270.25,255.4
appliances.personal.massager,hp,13,0,1,0,,0.0769,146.49,427.04,301.00325
appliances.personal.massager,kivi,13,0,0,0,,0,115.55,460.76,325.6654545
appliances.personal.massager,qmax,13,0,0,0,,0,61.25,154.44,118.8011111
computers.components.power_supply,Unknown,13,0,0,0,,0,1.16,328.71,69.83666667
computers.peripherals.mouse,Unknown,13,1,0,0.0769,0,0,8.47,815.98,100.3847222
construction.tools.drill,fila,13,0,0,0,,0,81.7,121.86,103.1382609
construction.tools.generator,defacto,13,0,0,0,,0,12.84,15.42,14.42769231
construction.tools.light,haier,13,0,1,0,,0.0769,38.59,128.68,92.54814815
construction.tools.light,prestigio,13,0,0,0,,0,38.33,115.81,80.26333333
electronics.audio.music_tools.piano,defacto,13,1,0,0.0769,0,0,3.84,15.42,5.209166667
electronics.camera.photo,tefal,13,0,0,0,,0,25.71,82.29,47.54407407
electronics.clocks,canyon,13,0,0,0,,0,30.86,77.2,67.80884615
furniture.bathroom.bath,philips,13,3,2,0.2308,0.6667,0.1538,30.62,669.18,164.2328571
furniture.bedroom.blanket,elenberg,13,0,0,0,,0,8.98,61.75,15.6962069
kids.swing,Unknown,13,2,0,0.1538,0,0,25.74,528.97,100.95
sport.bicycle,defender,13,0,0,0,,0,1.52,16.42,9.855625
sport.bicycle,plantronics,13,1,0,0.0769,0,0,15.39,179.93,72.88155556
sport.ski,redmond,13,0,0,0,,0,51.46,64.33,52.1035
sport.trainer,adil,13,0,0,0,,0,102.71,205.93,125.8817949
sport.trainer,philips,13,1,0,0.0769,0,0,4.63,24.45,22.32916667
Unknown,hygge,12,0,0,0,,0,574.02,625.5,613.62
Unknown,ovation,12,1,0,0.0833,0,0,44.02,105.28,58.15882353
Unknown,rals,12,0,0,0,,0,47.22,132.95,93.88904762
Unknown,trebl,12,2,1,0.1667,0.5,0.0833,16.73,205.93,59.50117647
Unknown,xiaomi,12,1,0,0.0833,0,0,15.19,589.43,180.0733333
accessories.bag,agness,12,1,0,0.0833,0,0,19.05,85.64,36.56842105
apparel.scarf,sony,12,0,0,0,,0,15.49,53.82,25.40882353
apparel.shirt,atlant,12,1,0,0.0833,0,0,23.17,123.56,74.21192308
apparel.shirt,tamina,12,0,0,0,,0,180.18,643.51,262.8236842
apparel.shorts,bts,12,0,0,0,,0,508.87,514.56,514.2252941
apparel.underwear,covani,12,0,0,0,,0,92.92,121.24,94.69
apparel.underwear,denn,12,1,0,0.0833,0,0,14.39,144.12,54.45181818
appliances.environment.climate,salamander,12,1,1,0.0833,1,0.0833,76.45,98.33,90.4790625
appliances.kitchen.juicer,kingston,12,1,0,0.0833,0,0,27.8,776.33,102.158
appliances.kitchen.washer,candy,12,1,1,0.0833,1,0.0833,218.77,437.57,287.7723333
electronics.audio.acoustic,salamander,12,0,0,0,,0,89.58,127.42,111.7545
electronics.audio.headphone,xiaomi,12,0,0,0,,0,658.7,1853.07,1209.611667
electronics.audio.subwoofer,alpine,12,1,1,0.0833,1,0.0833,50.19,164.74,138.3544737
electronics.clocks,fossil,12,0,0,0,,0,123.56,191.51,165.9030435
electronics.smartphone,huawei,12,0,0,0,,0,102.68,771.96,226.7405556
furniture.bathroom.bath,tefal,12,0,0,0,,0,30.44,193.03,71.83171429
furniture.bedroom.bed,redford,12,0,0,0,,0,170.4,281.09,220.0704545
furniture.living_room.cabinet,xiaomi,12,1,0,0.0833,0,0,66.93,179.93,102.1451613
kids.skates,alis,12,1,1,0.0833,1,0.0833,60.46,137.3,115.0410714
kids.skates,yoya,12,0,0,0,,0,79.8,102.94,85.58714286
sport.bicycle,vitek,12,0,0,0,,0,21.62,23.14,22.051875
sport.ski,xiaomi,12,2,0,0.1667,0,0,7.49,57.76,30.6393617
Unknown,bridgestone,11,2,0,0.1818,0,0,46.33,251.74,101.1591304
Unknown,centek,11,0,2,0,,0.1818,7.7,66.9,20.605
Unknown,continental,11,0,0,0,,0,56.89,292.67,98.84961538
Unknown,delmax,11,0,1,0,,0.0909,32.82,54.57,43.941875
Unknown,kingtul,11,1,1,0.0909,1,0.0909,42.99,55.09,45.89758621
Unknown,makita,11,0,0,0,,0,15.39,1938.94,272.0195455
Unknown,nitto,11,2,0,0.1818,0,0,36.04,109.4,61.23692308
Unknown,respect,11,1,0,0.0909,0,0,49.94,94.98,63.75896552
Unknown,vegas,11,0,0,0,,0,89.06,524.34,256.5845161
accessories.bag,nike,11,0,0,0,,0,23.17,120.72,106.8508333
accessories.bag,peterhof,11,0,0,0,,0,51.46,51.46,51.46
accessories.umbrella,sv,11,0,0,0,,0,411.59,411.59,411.59
apparel.shoes,huter,11,1,0,0.0909,0,0,118.12,322.03,242.5741176
apparel.shoes,microsoft,11,0,1,0,,0.0909,321.73,488.8,417.4638889
apparel.shoes.keds,gopro,11,1,0,0.0909,0,0,277.97,602.31,514.1257692
apparel.shoes.moccasins,sokolov,11,0,0,0,,0,18.02,261.53,97.02352941
apparel.shorts,brw,11,0,0,0,,0,487.5,1165.28,808.8045
apparel.tshirt,maxwell,11,0,0,0,,0,30.21,36.01,33.69
apparel.underwear,sv,11,1,1,0.0909,1,0.0909,560.89,715.85,706.165
appliances.environment.vacuum,delonghi,11,1,1,0.0909,1,0.0909,84.92,386.03,212.8725
appliances.environment.vacuum,dyson,11,0,0,0,,0,373.21,833.74,685.6084211
appliances.kitchen.dishwasher,bosch,11,0,0,0,,0,434.99,771.96,608.4016327
appliances.kitchen.grill,panasonic,11,2,2,0.1818,1,0.1818,25.46,109.37,59.97
appliances.kitchen.hood,dwt,11,0,0,0,,0,19.82,116,62.185625
appliances.kitchen.juicer,samsung,11,0,0,0,,0,94.47,825.69,281.6593548
appliances.kitchen.mixer,polaris,11,1,0,0.0909,0,0,16.96,43.73,36.33714286
appliances.personal.scales,Unknown,11,0,0,0,,0,19.54,193.06,99.33535714
construction.components.faucet,delta,11,0,0,0,,0,99.36,256.38,160.645
construction.tools.drill,baden,11,0,0,0,,0,35.78,69.24,43.501875
construction.tools.drill,dji,11,0,1,0,,0.0909,130.87,2543.46,1204.373462
construction.tools.light,greenway,11,0,0,0,,0,57.14,143.89,89.69666667
construction.tools.light,omron,11,2,1,0.1818,0.5,0.0909,26.77,72.19,45.70911111
construction.tools.light,zte,11,0,0,0,,0,64.33,105.54,76.55
electronics.audio.microphone,hayali,11,0,0,0,,0,72.07,115.83,102.2821053
electronics.audio.music_tools.piano,Unknown,11,0,0,0,,0,2.86,29.58,14.166
electronics.camera.photo,kitfort,11,0,0,0,,0,17.99,108.45,56.79571429
electronics.clocks,longines,11,0,0,0,,0,1369.4,2532.88,2028.071714
electronics.telephone,zlatek,11,1,0,0.0909,0,0,12.84,49.91,44.13285714
furniture.bathroom.bath,polaris,11,1,2,0.0909,2,0.1818,30.86,136.43,45.19612903
furniture.bathroom.bath,scarlett,11,0,0,0,,0,14.16,41.16,24.4422449
furniture.bedroom.bed,domini,11,0,0,0,,0,143.38,368.09,179.4153333
furniture.bedroom.bed,lucente,11,0,0,0,,0,32.43,208.5,79.36076923
furniture.bedroom.blanket,canon,11,0,0,0,,0,308.86,2508.76,981.1792308
furniture.bedroom.blanket,hansa,11,2,1,0.1818,0.5,0.0909,58.95,84.69,61.41210526
furniture.kitchen.chair,barneo,11,0,0,0,,0,32.18,97.81,57.41947368
kids.carriage,Unknown,11,0,0,0,,0,171.95,792.81,562.8142857
kids.dolls,bestoy,11,2,1,0.1818,0.5,0.0909,46.2,72.07,56.57809524
kids.skates,joie,11,0,1,0,,0.0909,109.91,388.68,193.0552941
kids.toys,hp,11,2,0,0.1818,0,0,97.58,800.47,182.3231818
sport.bicycle,harper,11,2,0,0.1818,0,0,2.81,43.73,16.40861111
sport.bicycle,hyperx,11,0,0,0,,0,53.43,342.11,110.8894444
sport.bicycle,nike,11,0,0,0,,0,47.16,136.4,72.13576923
Unknown,babyliss,10,1,0,0.1,0,0,33.44,128.68,55.95833333
Unknown,celestron,10,1,1,0.1,1,0.1,79.8,1505.83,609.5659524
Unknown,dwt,10,1,0,0.1,0,0,27.29,111.07,53.88666667
Unknown,glasman,10,0,0,0,,0,57.9,102.95,89.23434783
Unknown,gross,10,0,0,0,,0,57.26,253.68,243.3421053
Unknown,hankook,10,2,0,0.2,0,0,78.51,177.61,136.8542857
Unknown,kolner,10,0,0,0,,0,26.67,53.8,37.865625
Unknown,kormoran,10,1,1,0.1,1,0.1,41.19,70.79,50.60368421
Unknown,lamart,10,0,0,0,,0,69.47,120.72,72.88666667
Unknown,sports,10,0,0,0,,0,740.02,822.39,759.4011765
Unknown,stanley,10,0,0,0,,0,2.21,463.33,112.2826667
apparel.shirt,nan,10,0,0,0,,0,6.61,13.84,10.9047619
apparel.shoes.ballet_shoes,ibox,10,1,0,0.1,0,0,59.2,74.65,64.813
apparel.shoes.keds,tramontina,10,0,0,0,,0,0.77,91.42,25.24954545
apparel.trousers,defacto,10,1,1,0.1,1,0.1,5.89,16.19,10.16176471
appliances.environment.air_conditioner,almacom,10,1,1,0.1,1,0.1,224.51,818.82,315.6121739
appliances.environment.climate,greyder,10,0,0,0,,0,54.06,79.8,69.31785714
appliances.environment.vacuum,gorenje,10,0,0,0,,0,53.26,95.21,80.06615385
appliances.kitchen.blender,bosch,10,0,0,0,,0,54.03,169.63,121.2527273
appliances.kitchen.dishwasher,beko,10,0,0,0,,0,275.4,460.73,369.9473077
appliances.kitchen.hob,gefest,10,0,0,0,,0,122.27,265.13,176.43
appliances.kitchen.hob,midea,10,0,0,0,,0,85.83,210.47,157.762
appliances.kitchen.kettle,Unknown,10,0,0,0,,0,21.29,773.15,213.76
appliances.kitchen.kettle,bosch,10,0,0,0,,0,59.18,581.74,127.6457143
appliances.kitchen.mixer,kugoo,10,1,1,0.1,1,0.1,327.11,592.04,410.6866667
appliances.kitchen.refrigerators,bosch,10,0,0,0,,0,386.08,1698.63,788.6965625
appliances.personal.massager,asus,10,0,0,0,,0,375.79,1970.21,704.4375
appliances.personal.massager,bosch,10,1,0,0.1,0,0,141.29,455.58,189.9255263
appliances.personal.massager,brw,10,0,0,0,,0,537.21,1206.21,895.8466667
computers.components.cooler,vitek,10,0,0,0,,0,25.71,231.64,69.71684211
computers.peripherals.printer,cantra,10,2,0,0.2,0,0,32.18,145.41,59.06473684
computers.peripherals.printer,delta,10,0,1,0,,0.1,134.11,184.56,168.1240909
construction.tools.light,htc,10,0,0,0,,0,100.36,118.38,105.99125
construction.tools.painting,kronospan,10,0,0,0,,0,14.16,18.53,16.766
construction.tools.saw,p.i.t.,10,1,0,0.1,0,0,56.37,619.01,188.3958065
construction.tools.welding,magnetta,10,1,0,0.1,0,0,100.39,2478.7,253.0015625
electronics.audio.microphone,bosch,10,1,1,0.1,1,0.1,86.76,659.17,150.1020833
electronics.camera.video,Unknown,10,0,0,0,,0,23.42,115.58,53.00928571
electronics.camera.video,maxvi,10,1,0,0.1,0,0,8.24,38.35,14.6485
electronics.camera.video,prestigio,10,2,1,0.2,0.5,0.1,8.67,14.13,9.488125
electronics.tablet,aerocool,10,1,1,0.1,1,0.1,133.39,207.17,177.9928571
furniture.bedroom.bed,bosch,10,2,1,0.2,0.5,0.1,61.22,392.35,178.4454
furniture.bedroom.bed,imperial,10,1,0,0.1,0,0,26.01,332.8,115.6473913
